金奖白兰地#简介金奖白兰地酒是烟台张裕葡萄酿酒公司的拳头产品。金奖白兰地是山东烟台张裕葡萄酿酒公司的传统名产之一，原名“张裕白兰地”。1915年巴拿马万国博览会（世博会旧称）上荣获金质奖章和奖状后，于1928年改名“金奖白兰地”。金奖白兰地自问世以来，在国内外都享有很高的声誉。1912年，孙中山先生曾参观张裕葡萄酿酒公司，亲笔题词“品重醴泉”，对这家公司的产品“张裕金奖白兰地”等名酒予以赞扬。1914年，在山东省物品展览会上获金质奖章，南洋劝业会上获金质奖章和最优等奖状。1952年，在第一届全国评酒会上，被评为国家八大名酒之一。1963年、1979年和1985年，在全国第二、三、四届评酒会上，均被评为国家名酒，一并荣获国家金质奖章。1984年。在轻工业部酒类质量大赛中，荣获金杯奖。#http://baike.baidu.com/view/556439.htm
左宗棠#左宗棠（1812年11月10日—1885年9月5日），汉族，字季高，一字朴存，谥号文襄，号湘上农人。晚清重臣，军事家、政治家、著名湘军将领，洋务派首领。左宗棠曾就读于长沙城南书院，二十岁乡试中举，但此后在会试中屡试不第。[1] 
他留意农事，遍读群书，钻研舆地、兵法。后来竟因此成为清朝后期著名大臣，官至东阁大学士、军机大臣，封二等恪靖侯。一生经历了湘军平定太平天国运动，洋务运动，平叛陕甘同治回乱和收复新疆维护中国统一等重要历史事件。#http://baike.baidu.com/view/424044.htm
当家大掌柜#《当家大掌柜》由山西电影制片厂出品，唐宇编剧，周力导演，赵峥、童蕾、马少骅、张丹峰主演的历史年代剧。该剧讲述在清末民初，北方千年酿酒重镇尽善村，史、卫、霍三家时代酿酒，最终把“老白清酒”从手工业作坊向现代实业转型并最终做成民族品牌的故事。[1]#http://baike.baidu.com/view/7215752.htm?fromtitle=%E6%9D%8F%E8%8A%B1%E9%AD%82&fromid=5711420&type=syn
开口笑#开口笑，通常是指一种主要由蜜枣制成的蜜饯，此外，也有同名的武林帮派、帆布鞋品牌和酒品牌等。#http://baike.baidu.com/item/%E5%BC%80%E5%8F%A3%E7%AC%91
全蝎酒#全蝎酒属于药酒的一种，现在逐渐发展为滋补酒。以滋补养生健体为主。内服、外用皆可。#http://baike.baidu.com/view/2805250.htm
洋河梦之蓝#洋河梦之蓝是洋河蓝色经典系列酒其中的一个型号，其他的是洋河海之蓝、洋河天之蓝，洋河梦之蓝又分为四个品种：m1、m3、m6、m9。#http://baike.baidu.com/view/9402430.htm?fromtitle=%E6%A2%A6%E4%B9%8B%E8%93%9D&type=syn
龙船庄园#龙船庄位于波尔多左岸名村圣祖利安村。龙船庄由富有及有权势的foix de candale创立于1446年。1587年家族后人的女儿marguerite嫁给当时波尔多地区总督duc d'epernon。龙船庄作为她的嫁妆进入了duc d'epernon家门。duc d'epernon官运亨通，并深得法王亨利三世器重，后来他成为了法国海军总司令，权倾一时，并得到不少人的崇拜和尊敬。#http://baike.baidu.com/item/%E9%BE%99%E8%88%B9%E5%BA%84%E5%9B%AD
莱雅庄园#莱雅酒庄两海之间产区的下属次这里离圣埃米隆产区也不远。莱雅城堡建在多尔多涅河谷附近的岩石地带，从这里一眼望去，多尔多涅河谷的优美风景可以尽收眼底，成片的葡萄园环绕城堡四周。这片土地拥有极好的壤土和底土，为葡萄树创造了良好的生长环境，从而赋予了莱雅庄园葡萄酒独特的香气和丰满复杂的酒体。酿酒技术方面，莱雅庄园将波尔多传统酿造法跟现代工艺完美地结合在了一起，将完美地呈现该葡萄酒的品质。[1]#http://baike.baidu.com/view/3965370.htm
雷司令干白#riesling是雷司令，也译为威士莲，是用雷司令酿成的上好的白葡萄。#http://baike.baidu.com/item/%E9%9B%B7%E5%8F%B8%E4%BB%A4%E5%B9%B2%E7%99%BD
野生蓝莓酒#经过3-10年的橡木桶窖藏，工艺独特，技术精湛，口感独特，是蓝莓酒中的极品。#http://baike.baidu.com/item/%E9%87%8E%E7%94%9F%E8%93%9D%E8%8E%93%E9%85%92
